retailer_1|CAVIER|retailer_unordered||Inventory,Weather,Location,Item:Q2 | CustomHash160000, 6000, 2 | 173965 | 16147 | 84055817 | Ksn,Locn,DateId,MaxTemp,Zip,Rain | Inventory,Weather,Location : Q1 | CustomHash160000, 6000, 2 | 48992 | 13529 | 84055817 | Ksn,Rain,Locn,DateId,Zip,Category | Item,Q2
retailer_1|CAVIER|retailer_unordered||Inventory,Weather,Location,Item:Q2 | CustomHash160000, 6000, 2 | 179223 | 15528 | 84055817 | Ksn,Locn,DateId,MaxTemp,Zip,Rain | Inventory,Weather,Location : Q1 | CustomHash160000, 6000, 2 | 46862 | 13535 | 84055817 | Ksn,Rain,Locn,DateId,Zip,Category | Item,Q2
retailer_1|CAVIER|retailer_unordered||Inventory,Weather,Location,Item:Q2 | CustomHash160000, 6000, 2 | 183785 | 15663 | 84055817 | Ksn,Locn,DateId,MaxTemp,Zip,Rain | Inventory,Weather,Location : Q1 | CustomHash160000, 6000, 2 | 46915 | 13515 | 84055817 | Ksn,Rain,Locn,DateId,Zip,Category | Item,Q2
retailer_1|CAVIER|retailer_unordered||Inventory,Weather,Location,Item:Q2 | CustomHash160000, 6000, 2 | 184101 | 15519 | 84055817 | Ksn,Locn,DateId,MaxTemp,Zip,Rain | Inventory,Weather,Location : Q1 | CustomHash160000, 6000, 2 | 46959 | 13496 | 84055817 | Ksn,Rain,Locn,DateId,Zip,Category | Item,Q2
retailer_1|CAVIER|retailer_unordered||Inventory,Weather,Location,Item:Q2 | CustomHash160000, 6000, 2 | 180877 | 15362 | 84055817 | Ksn,Locn,DateId,MaxTemp,Zip,Rain | Inventory,Weather,Location : Q1 | CustomHash160000, 6000, 2 | 46686 | 13488 | 84055817 | Ksn,Rain,Locn,DateId,Zip,Category | Item,Q2
retailer_2|CAVIER|retailer_unordered||Weather,Location,Census:Q2 | CustomHash1000000, 1000000, 2 | 666 | 149 | 1159457 | Locn,DateId,Rain,Snow,MaxTemp,MinTemp,MeanWind,Thunder,Zip,RgnCd,ClimbZnNbr,TotalAreaSqFt,SellAreaSqFt,AvgHigh,SuperTargetDistance,SuperTargetDriveTime,TargetDistance,TargetDriveTime,WalmartDistance,WalmartDriveTime,WalmartSuperCenterDistance,WalmartSuperCenterDriveTime | Weather,Location : Q1 | CustomHash1000000, 1000000, 2 | 524 | 302 | 1159457 | Zip,OccupiedHouseUnits,Pacific,Housholds,HusbWife,Population,Males,Blackafrican,Females,Families,HouseUnits,Asian,HousholdsChildren,MedianAge,Hispanic,White,SuperTargetDistance,SuperTargetDriveTime,SellAreaSqFt,MaxTemp,Snow,TargetDriveTime,RgnCd,DateId,TotalAreaSqFt,MeanWind,Rain,TargetDistance,ClimbZnNbr,WalmartSuperCenterDriveTime,MinTemp,AvgHigh,WalmartSuperCenterDistance,Thunder,Locn,WalmartDistance,WalmartDriveTime | Census,Q2
retailer_2|CAVIER|retailer_unordered||Weather,Location,Census:Q2 | CustomHash1000000, 1000000, 2 | 635 | 134 | 1159457 | Locn,DateId,Rain,Snow,MaxTemp,MinTemp,MeanWind,Thunder,Zip,RgnCd,ClimbZnNbr,TotalAreaSqFt,SellAreaSqFt,AvgHigh,SuperTargetDistance,SuperTargetDriveTime,TargetDistance,TargetDriveTime,WalmartDistance,WalmartDriveTime,WalmartSuperCenterDistance,WalmartSuperCenterDriveTime | Weather,Location : Q1 | CustomHash1000000, 1000000, 2 | 465 | 301 | 1159457 | Zip,OccupiedHouseUnits,Pacific,Housholds,HusbWife,Population,Males,Blackafrican,Females,Families,HouseUnits,Asian,HousholdsChildren,MedianAge,Hispanic,White,SuperTargetDistance,SuperTargetDriveTime,SellAreaSqFt,MaxTemp,Snow,TargetDriveTime,RgnCd,DateId,TotalAreaSqFt,MeanWind,Rain,TargetDistance,ClimbZnNbr,WalmartSuperCenterDriveTime,MinTemp,AvgHigh,WalmartSuperCenterDistance,Thunder,Locn,WalmartDistance,WalmartDriveTime | Census,Q2
retailer_2|CAVIER|retailer_unordered||Weather,Location,Census:Q2 | CustomHash1000000, 1000000, 2 | 633 | 120 | 1159457 | Locn,DateId,Rain,Snow,MaxTemp,MinTemp,MeanWind,Thunder,Zip,RgnCd,ClimbZnNbr,TotalAreaSqFt,SellAreaSqFt,AvgHigh,SuperTargetDistance,SuperTargetDriveTime,TargetDistance,TargetDriveTime,WalmartDistance,WalmartDriveTime,WalmartSuperCenterDistance,WalmartSuperCenterDriveTime | Weather,Location : Q1 | CustomHash1000000, 1000000, 2 | 475 | 302 | 1159457 | Zip,OccupiedHouseUnits,Pacific,Housholds,HusbWife,Population,Males,Blackafrican,Females,Families,HouseUnits,Asian,HousholdsChildren,MedianAge,Hispanic,White,SuperTargetDistance,SuperTargetDriveTime,SellAreaSqFt,MaxTemp,Snow,TargetDriveTime,RgnCd,DateId,TotalAreaSqFt,MeanWind,Rain,TargetDistance,ClimbZnNbr,WalmartSuperCenterDriveTime,MinTemp,AvgHigh,WalmartSuperCenterDistance,Thunder,Locn,WalmartDistance,WalmartDriveTime | Census,Q2
retailer_2|CAVIER|retailer_unordered||Weather,Location,Census:Q2 | CustomHash1000000, 1000000, 2 | 633 | 123 | 1159457 | Locn,DateId,Rain,Snow,MaxTemp,MinTemp,MeanWind,Thunder,Zip,RgnCd,ClimbZnNbr,TotalAreaSqFt,SellAreaSqFt,AvgHigh,SuperTargetDistance,SuperTargetDriveTime,TargetDistance,TargetDriveTime,WalmartDistance,WalmartDriveTime,WalmartSuperCenterDistance,WalmartSuperCenterDriveTime | Weather,Location : Q1 | CustomHash1000000, 1000000, 2 | 488 | 300 | 1159457 | Zip,OccupiedHouseUnits,Pacific,Housholds,HusbWife,Population,Males,Blackafrican,Females,Families,HouseUnits,Asian,HousholdsChildren,MedianAge,Hispanic,White,SuperTargetDistance,SuperTargetDriveTime,SellAreaSqFt,MaxTemp,Snow,TargetDriveTime,RgnCd,DateId,TotalAreaSqFt,MeanWind,Rain,TargetDistance,ClimbZnNbr,WalmartSuperCenterDriveTime,MinTemp,AvgHigh,WalmartSuperCenterDistance,Thunder,Locn,WalmartDistance,WalmartDriveTime | Census,Q2
retailer_2|CAVIER|retailer_unordered||Weather,Location,Census:Q2 | CustomHash1000000, 1000000, 2 | 631 | 135 | 1159457 | Locn,DateId,Rain,Snow,MaxTemp,MinTemp,MeanWind,Thunder,Zip,RgnCd,ClimbZnNbr,TotalAreaSqFt,SellAreaSqFt,AvgHigh,SuperTargetDistance,SuperTargetDriveTime,TargetDistance,TargetDriveTime,WalmartDistance,WalmartDriveTime,WalmartSuperCenterDistance,WalmartSuperCenterDriveTime | Weather,Location : Q1 | CustomHash1000000, 1000000, 2 | 476 | 305 | 1159457 | Zip,OccupiedHouseUnits,Pacific,Housholds,HusbWife,Population,Males,Blackafrican,Females,Families,HouseUnits,Asian,HousholdsChildren,MedianAge,Hispanic,White,SuperTargetDistance,SuperTargetDriveTime,SellAreaSqFt,MaxTemp,Snow,TargetDriveTime,RgnCd,DateId,TotalAreaSqFt,MeanWind,Rain,TargetDistance,ClimbZnNbr,WalmartSuperCenterDriveTime,MinTemp,AvgHigh,WalmartSuperCenterDistance,Thunder,Locn,WalmartDistance,WalmartDriveTime | Census,Q2
retailer_3|CAVIER|retailer_unordered||Weather,Inventory,Item,Location:Q2 | CustomHash160000, 6000, 2 | 54516 | 14554 | 84055817 | Ksn,Locn,DateId,Prize,Category | Inventory,Item : Q1 | CustomHash160000, 6000, 2 | 163829 | 14286 | 84055817 | Locn,Zip,DateId,Ksn,Category,Rain | Weather,Location,Q2
retailer_3|CAVIER|retailer_unordered||Weather,Inventory,Item,Location:Q2 | CustomHash160000, 6000, 2 | 51748 | 13826 | 84055817 | Ksn,Locn,DateId,Prize,Category | Inventory,Item : Q1 | CustomHash160000, 6000, 2 | 169247 | 14291 | 84055817 | Locn,Zip,DateId,Ksn,Category,Rain | Weather,Location,Q2
retailer_3|CAVIER|retailer_unordered||Weather,Inventory,Item,Location:Q2 | CustomHash160000, 6000, 2 | 51911 | 13559 | 84055817 | Ksn,Locn,DateId,Prize,Category | Inventory,Item : Q1 | CustomHash160000, 6000, 2 | 166568 | 14373 | 84055817 | Locn,Zip,DateId,Ksn,Category,Rain | Weather,Location,Q2
retailer_3|CAVIER|retailer_unordered||Weather,Inventory,Item,Location:Q2 | CustomHash160000, 6000, 2 | 51995 | 13696 | 84055817 | Ksn,Locn,DateId,Prize,Category | Inventory,Item : Q1 | CustomHash160000, 6000, 2 | 168850 | 14326 | 84055817 | Locn,Zip,DateId,Ksn,Category,Rain | Weather,Location,Q2
retailer_3|CAVIER|retailer_unordered||Weather,Inventory,Item,Location:Q2 | CustomHash160000, 6000, 2 | 52193 | 13586 | 84055817 | Ksn,Locn,DateId,Prize,Category | Inventory,Item : Q1 | CustomHash160000, 6000, 2 | 168155 | 14255 | 84055817 | Locn,Zip,DateId,Ksn,Category,Rain | Weather,Location,Q2
retailer_4|CAVIER|retailer_unordered||Inventory,Item,Location:Q2 | CustomHash100000, 6000, 2 | 39611 | 207 | 1731231 | Ksn,Locn,Prize,Category | Inventory,Item : Q1 | CustomHash100000, 6000, 2 | 1005 | 187 | 1731231 | Locn,Ksn,Category,Zip | Location,Q2
retailer_4|CAVIER|retailer_unordered||Inventory,Item,Location:Q2 | CustomHash100000, 6000, 2 | 37597 | 181 | 1731231 | Ksn,Locn,Prize,Category | Inventory,Item : Q1 | CustomHash100000, 6000, 2 | 956 | 186 | 1731231 | Locn,Ksn,Category,Zip | Location,Q2
retailer_4|CAVIER|retailer_unordered||Inventory,Item,Location:Q2 | CustomHash100000, 6000, 2 | 37002 | 185 | 1731231 | Ksn,Locn,Prize,Category | Inventory,Item : Q1 | CustomHash100000, 6000, 2 | 924 | 179 | 1731231 | Locn,Ksn,Category,Zip | Location,Q2
retailer_4|CAVIER|retailer_unordered||Inventory,Item,Location:Q2 | CustomHash100000, 6000, 2 | 34670 | 172 | 1731231 | Ksn,Locn,Prize,Category | Inventory,Item : Q1 | CustomHash100000, 6000, 2 | 843 | 173 | 1731231 | Locn,Ksn,Category,Zip | Location,Q2
retailer_4|CAVIER|retailer_unordered||Inventory,Item,Location:Q2 | CustomHash100000, 6000, 2 | 31377 | 172 | 1731231 | Ksn,Locn,Prize,Category | Inventory,Item : Q1 | CustomHash100000, 6000, 2 | 818 | 172 | 1731231 | Locn,Ksn,Category,Zip | Location,Q2
retailer_5|CAVIER|retailer_unordered||Inventory,Weather,Location,Item:Q2 | CustomHash160000, 6000, 2 | 165870 | 15992 | 84055817 | Ksn,Locn,DateId | Inventory,Weather,Location : Q1 | CustomHash160000, 6000, 2 | 56685 | 12168 | 84055817 | Ksn,DateId,Locn | Item,Q2
retailer_5|CAVIER|retailer_unordered||Inventory,Weather,Location,Item:Q2 | CustomHash160000, 6000, 2 | 166575 | 15499 | 84055817 | Ksn,Locn,DateId | Inventory,Weather,Location : Q1 | CustomHash160000, 6000, 2 | 53894 | 12120 | 84055817 | Ksn,DateId,Locn | Item,Q2
retailer_5|CAVIER|retailer_unordered||Inventory,Weather,Location,Item:Q2 | CustomHash160000, 6000, 2 | 170847 | 15481 | 84055817 | Ksn,Locn,DateId | Inventory,Weather,Location : Q1 | CustomHash160000, 6000, 2 | 53844 | 12082 | 84055817 | Ksn,DateId,Locn | Item,Q2
retailer_5|CAVIER|retailer_unordered||Inventory,Weather,Location,Item:Q2 | CustomHash160000, 6000, 2 | 173721 | 15232 | 84055817 | Ksn,Locn,DateId | Inventory,Weather,Location : Q1 | CustomHash160000, 6000, 2 | 53897 | 12086 | 84055817 | Ksn,DateId,Locn | Item,Q2
retailer_5|CAVIER|retailer_unordered||Inventory,Weather,Location,Item:Q2 | CustomHash160000, 6000, 2 | 173331 | 15403 | 84055817 | Ksn,Locn,DateId | Inventory,Weather,Location : Q1 | CustomHash160000, 6000, 2 | 54110 | 12134 | 84055817 | Ksn,DateId,Locn | Item,Q2
retailer_6|CAVIER|retailer_unordered||Inventory,Item,Location,Weather:Q2 | CustomHash160000, 6000, 2 | 165908 | 15497 | 84055817 | Ksn,Locn,DateId | Inventory,Weather,Location| 1000 : Q1 | CustomHash160000, 6000, 2 | 49376 | 11572 | 84055817 | Ksn,Locn,DateId | Item,Q2| 1000
retailer_7|CAVIER|retailer_unordered||Inventory,Item,Location,Weather:Q2 | CustomHash160000, 6000, 2 | 181233 | 16234 | 84055817 | Ksn,Locn,DateId,InventoryUnits,Rain,Snow,MaxTemp,MinTemp,MeanWind,Thunder,Zip,RgnCd,ClimbZnNbr,TotalAreaSqFt,SellAreaSqFt,AvgHigh,SuperTargetDistance,SuperTargetDriveTime,TargetDistance,TargetDriveTime,WalmartDistance,WalmartDriveTime,WalmartSuperCenterDistance,WalmartSuperCenterDriveTime | Inventory,Weather,Location| 1000 : Q1 | CustomHash160000, 6000, 2 | 45234 | 11463 | 84055817 | Ksn,Locn,DateId | Item,Q2| 1000
retailer_7|CAVIER|retailer_unordered||Inventory,Item,Location,Weather:Q2 | CustomHash160000, 6000, 2 | 174914 | 17561 | 84055817 | Ksn,Locn,DateId,InventoryUnits,Rain,Snow,MaxTemp,MinTemp,MeanWind,Thunder,Zip,RgnCd,ClimbZnNbr,TotalAreaSqFt,SellAreaSqFt,AvgHigh,SuperTargetDistance,SuperTargetDriveTime,TargetDistance,TargetDriveTime,WalmartDistance,WalmartDriveTime,WalmartSuperCenterDistance,WalmartSuperCenterDriveTime | Inventory,Weather,Location| 1000 : Q1 | CustomHash160000, 6000, 2 | 62849 | 23174 | 84055817 | Ksn,Locn,RgnCd,Zip,AvgHigh,Rain,TotalAreaSqFt,MeanWind,SellAreaSqFt,Snow,DateId,Thunder,MinTemp,MaxTemp,InventoryUnits,ClimbZnNbr | Item,Q2| 1000
retailer_7|CAVIER|retailer_unordered||Inventory,Item,Location,Weather:Q2 | CustomHash160000, 6000, 2 | 179462 | 16929 | 84055817 | Ksn,Locn,DateId,InventoryUnits,Rain,Snow,MaxTemp,MinTemp,MeanWind,Thunder,Zip,RgnCd,ClimbZnNbr,TotalAreaSqFt,SellAreaSqFt,AvgHigh,SuperTargetDistance,SuperTargetDriveTime,TargetDistance,TargetDriveTime,WalmartDistance,WalmartDriveTime,WalmartSuperCenterDistance,WalmartSuperCenterDriveTime | Inventory,Weather,Location| 1000 : Q1 | CustomHash160000, 6000, 2 | 58623 | 23016 | 84055817 | Ksn,Locn,RgnCd,Zip,AvgHigh,Rain,TotalAreaSqFt,MeanWind,SellAreaSqFt,Snow,DateId,Thunder,MinTemp,MaxTemp,InventoryUnits,ClimbZnNbr | Item,Q2| 1000
retailer_7|CAVIER|retailer_unordered||Inventory,Item,Location,Weather:Q2 | CustomHash160000, 6000, 2 | 182616 | 17026 | 84055817 | Ksn,Locn,DateId,InventoryUnits,Rain,Snow,MaxTemp,MinTemp,MeanWind,Thunder,Zip,RgnCd,ClimbZnNbr,TotalAreaSqFt,SellAreaSqFt,AvgHigh,SuperTargetDistance,SuperTargetDriveTime,TargetDistance,TargetDriveTime,WalmartDistance,WalmartDriveTime,WalmartSuperCenterDistance,WalmartSuperCenterDriveTime | Inventory,Weather,Location| 1000 : Q1 | CustomHash160000, 6000, 2 | 58655 | 23085 | 84055817 | Ksn,Locn,RgnCd,Zip,AvgHigh,Rain,TotalAreaSqFt,MeanWind,SellAreaSqFt,Snow,DateId,Thunder,MinTemp,MaxTemp,InventoryUnits,ClimbZnNbr | Item,Q2| 1000
retailer_7|CAVIER|retailer_unordered||Inventory,Item,Location,Weather:Q2 | CustomHash160000, 6000, 2 | 182462 | 16994 | 84055817 | Ksn,Locn,DateId,InventoryUnits,Rain,Snow,MaxTemp,MinTemp,MeanWind,Thunder,Zip,RgnCd,ClimbZnNbr,TotalAreaSqFt,SellAreaSqFt,AvgHigh,SuperTargetDistance,SuperTargetDriveTime,TargetDistance,TargetDriveTime,WalmartDistance,WalmartDriveTime,WalmartSuperCenterDistance,WalmartSuperCenterDriveTime | Inventory,Weather,Location| 1000 : Q1 | CustomHash160000, 6000, 2 | 59016 | 23018 | 84055817 | Ksn,Locn,RgnCd,Zip,AvgHigh,Rain,TotalAreaSqFt,MeanWind,SellAreaSqFt,Snow,DateId,Thunder,MinTemp,MaxTemp,InventoryUnits,ClimbZnNbr | Item,Q2| 1000
retailer_7|CAVIER|retailer_unordered||Inventory,Item,Location,Weather:Q2 | CustomHash160000, 6000, 2 | 182367 | 17018 | 84055817 | Ksn,Locn,DateId,InventoryUnits,Rain,Snow,MaxTemp,MinTemp,MeanWind,Thunder,Zip,RgnCd,ClimbZnNbr,TotalAreaSqFt,SellAreaSqFt,AvgHigh,SuperTargetDistance,SuperTargetDriveTime,TargetDistance,TargetDriveTime,WalmartDistance,WalmartDriveTime,WalmartSuperCenterDistance,WalmartSuperCenterDriveTime | Inventory,Weather,Location| 1000 : Q1 | CustomHash160000, 6000, 2 | 58479 | 23075 | 84055817 | Ksn,Locn,RgnCd,Zip,AvgHigh,Rain,TotalAreaSqFt,MeanWind,SellAreaSqFt,Snow,DateId,Thunder,MinTemp,MaxTemp,InventoryUnits,ClimbZnNbr | Item,Q2| 1000
retailer_7|CAVIER|retailer_unordered||Inventory,Item,Location,Weather:Q2 | CustomHash160000, 6000, 2 | 174904 | 17522 | 84055817 | Ksn,Locn,DateId,InventoryUnits,Rain,Snow,MaxTemp,MinTemp,MeanWind,Thunder,Zip,RgnCd,ClimbZnNbr,TotalAreaSqFt,SellAreaSqFt,AvgHigh,SuperTargetDistance,SuperTargetDriveTime,TargetDistance,TargetDriveTime,WalmartDistance,WalmartDriveTime,WalmartSuperCenterDistance,WalmartSuperCenterDriveTime | Inventory,Weather,Location| 1000 : Q1 | CustomHash160000, 6000, 2 | 85568 | 30326 | 84055817 | Ksn,WalmartDriveTime,Locn,SuperTargetDistance,WalmartSuperCenterDistance,RgnCd,Zip,AvgHigh,Rain,TotalAreaSqFt,MeanWind,TargetDistance,SellAreaSqFt,Snow,DateId,WalmartDistance,SuperTargetDriveTime,Thunder,MinTemp,WalmartSuperCenterDriveTime,MaxTemp,InventoryUnits,ClimbZnNbr,TargetDriveTime | Item,Q2| 1000
retailer_7|CAVIER|retailer_unordered||Inventory,Item,Location,Weather:Q2 | CustomHash160000, 6000, 2 | 179355 | 16969 | 84055817 | Ksn,Locn,DateId,InventoryUnits,Rain,Snow,MaxTemp,MinTemp,MeanWind,Thunder,Zip,RgnCd,ClimbZnNbr,TotalAreaSqFt,SellAreaSqFt,AvgHigh,SuperTargetDistance,SuperTargetDriveTime,TargetDistance,TargetDriveTime,WalmartDistance,WalmartDriveTime,WalmartSuperCenterDistance,WalmartSuperCenterDriveTime | Inventory,Weather,Location| 1000 : Q1 | CustomHash160000, 6000, 2 | 80095 | 30494 | 84055817 | Ksn,WalmartDriveTime,Locn,SuperTargetDistance,WalmartSuperCenterDistance,RgnCd,Zip,AvgHigh,Rain,TotalAreaSqFt,MeanWind,TargetDistance,SellAreaSqFt,Snow,DateId,WalmartDistance,SuperTargetDriveTime,Thunder,MinTemp,WalmartSuperCenterDriveTime,MaxTemp,InventoryUnits,ClimbZnNbr,TargetDriveTime | Item,Q2| 1000
retailer_7|CAVIER|retailer_unordered||Inventory,Item,Location,Weather:Q2 | CustomHash160000, 6000, 2 | 178704 | 17129 | 84055817 | Ksn,Locn,DateId,InventoryUnits,Rain,Snow,MaxTemp,MinTemp,MeanWind,Thunder,Zip,RgnCd,ClimbZnNbr,TotalAreaSqFt,SellAreaSqFt,AvgHigh,SuperTargetDistance,SuperTargetDriveTime,TargetDistance,TargetDriveTime,WalmartDistance,WalmartDriveTime,WalmartSuperCenterDistance,WalmartSuperCenterDriveTime | Inventory,Weather,Location| 1000 : Q1 | CustomHash160000, 6000, 2 | 79807 | 30543 | 84055817 | Ksn,WalmartDriveTime,Locn,SuperTargetDistance,WalmartSuperCenterDistance,RgnCd,Zip,AvgHigh,Rain,TotalAreaSqFt,MeanWind,TargetDistance,SellAreaSqFt,Snow,DateId,WalmartDistance,SuperTargetDriveTime,Thunder,MinTemp,WalmartSuperCenterDriveTime,MaxTemp,InventoryUnits,ClimbZnNbr,TargetDriveTime | Item,Q2| 1000
retailer_7|CAVIER|retailer_unordered||Inventory,Item,Location,Weather:Q2 | CustomHash160000, 6000, 2 | 180017 | 17046 | 84055817 | Ksn,Locn,DateId,InventoryUnits,Rain,Snow,MaxTemp,MinTemp,MeanWind,Thunder,Zip,RgnCd,ClimbZnNbr,TotalAreaSqFt,SellAreaSqFt,AvgHigh,SuperTargetDistance,SuperTargetDriveTime,TargetDistance,TargetDriveTime,WalmartDistance,WalmartDriveTime,WalmartSuperCenterDistance,WalmartSuperCenterDriveTime | Inventory,Weather,Location| 1000 : Q1 | CustomHash160000, 6000, 2 | 79866 | 30396 | 84055817 | Ksn,WalmartDriveTime,Locn,SuperTargetDistance,WalmartSuperCenterDistance,RgnCd,Zip,AvgHigh,Rain,TotalAreaSqFt,MeanWind,TargetDistance,SellAreaSqFt,Snow,DateId,WalmartDistance,SuperTargetDriveTime,Thunder,MinTemp,WalmartSuperCenterDriveTime,MaxTemp,InventoryUnits,ClimbZnNbr,TargetDriveTime | Item,Q2| 1000
retailer_7|CAVIER|retailer_unordered||Inventory,Item,Location,Weather:Q2 | CustomHash160000, 6000, 2 | 180356 | 16914 | 84055817 | Ksn,Locn,DateId,InventoryUnits,Rain,Snow,MaxTemp,MinTemp,MeanWind,Thunder,Zip,RgnCd,ClimbZnNbr,TotalAreaSqFt,SellAreaSqFt,AvgHigh,SuperTargetDistance,SuperTargetDriveTime,TargetDistance,TargetDriveTime,WalmartDistance,WalmartDriveTime,WalmartSuperCenterDistance,WalmartSuperCenterDriveTime | Inventory,Weather,Location| 1000 : Q1 | CustomHash160000, 6000, 2 | 80008 | 30552 | 84055817 | Ksn,WalmartDriveTime,Locn,SuperTargetDistance,WalmartSuperCenterDistance,RgnCd,Zip,AvgHigh,Rain,TotalAreaSqFt,MeanWind,TargetDistance,SellAreaSqFt,Snow,DateId,WalmartDistance,SuperTargetDriveTime,Thunder,MinTemp,WalmartSuperCenterDriveTime,MaxTemp,InventoryUnits,ClimbZnNbr,TargetDriveTime | Item,Q2| 1000
retailer_7|CAVIER|retailer_unordered||Inventory,Item,Location,Weather:Q2 | CustomHash160000, 6000, 2 | 174429 | 17328 | 84055817 | Ksn,Locn,DateId,InventoryUnits,Rain,Snow,MaxTemp,MinTemp,MeanWind,Thunder,Zip,RgnCd,ClimbZnNbr,TotalAreaSqFt,SellAreaSqFt,AvgHigh,SuperTargetDistance,SuperTargetDriveTime,TargetDistance,TargetDriveTime,WalmartDistance,WalmartDriveTime,WalmartSuperCenterDistance,WalmartSuperCenterDriveTime | Inventory,Weather,Location| 1000 : Q1 | CustomHash160000, 6000, 2 | 56390 | 16706 | 84055817 | Ksn,Locn,Rain,Snow,DateId,MinTemp,MaxTemp,InventoryUnits | Item,Q2| 1000
retailer_7|CAVIER|retailer_unordered||Inventory,Item,Location,Weather:Q2 | CustomHash160000, 6000, 2 | 178190 | 16766 | 84055817 | Ksn,Locn,DateId,InventoryUnits,Rain,Snow,MaxTemp,MinTemp,MeanWind,Thunder,Zip,RgnCd,ClimbZnNbr,TotalAreaSqFt,SellAreaSqFt,AvgHigh,SuperTargetDistance,SuperTargetDriveTime,TargetDistance,TargetDriveTime,WalmartDistance,WalmartDriveTime,WalmartSuperCenterDistance,WalmartSuperCenterDriveTime | Inventory,Weather,Location| 1000 : Q1 | CustomHash160000, 6000, 2 | 52152 | 16674 | 84055817 | Ksn,Locn,Rain,Snow,DateId,MinTemp,MaxTemp,InventoryUnits | Item,Q2| 1000
retailer_7|CAVIER|retailer_unordered||Inventory,Item,Location,Weather:Q2 | CustomHash160000, 6000, 2 | 181758 | 17064 | 84055817 | Ksn,Locn,DateId,InventoryUnits,Rain,Snow,MaxTemp,MinTemp,MeanWind,Thunder,Zip,RgnCd,ClimbZnNbr,TotalAreaSqFt,SellAreaSqFt,AvgHigh,SuperTargetDistance,SuperTargetDriveTime,TargetDistance,TargetDriveTime,WalmartDistance,WalmartDriveTime,WalmartSuperCenterDistance,WalmartSuperCenterDriveTime | Inventory,Weather,Location| 1000 : Q1 | CustomHash160000, 6000, 2 | 51809 | 16599 | 84055817 | Ksn,Locn,Rain,Snow,DateId,MinTemp,MaxTemp,InventoryUnits | Item,Q2| 1000
retailer_7|CAVIER|retailer_unordered||Inventory,Item,Location,Weather:Q2 | CustomHash160000, 6000, 2 | 181084 | 16605 | 84055817 | Ksn,Locn,DateId,InventoryUnits,Rain,Snow,MaxTemp,MinTemp,MeanWind,Thunder,Zip,RgnCd,ClimbZnNbr,TotalAreaSqFt,SellAreaSqFt,AvgHigh,SuperTargetDistance,SuperTargetDriveTime,TargetDistance,TargetDriveTime,WalmartDistance,WalmartDriveTime,WalmartSuperCenterDistance,WalmartSuperCenterDriveTime | Inventory,Weather,Location| 1000 : Q1 | CustomHash160000, 6000, 2 | 51979 | 16485 | 84055817 | Ksn,Locn,Rain,Snow,DateId,MinTemp,MaxTemp,InventoryUnits | Item,Q2| 1000
retailer_7|CAVIER|retailer_unordered||Inventory,Item,Location,Weather:Q2 | CustomHash160000, 6000, 2 | 180869 | 16561 | 84055817 | Ksn,Locn,DateId,InventoryUnits,Rain,Snow,MaxTemp,MinTemp,MeanWind,Thunder,Zip,RgnCd,ClimbZnNbr,TotalAreaSqFt,SellAreaSqFt,AvgHigh,SuperTargetDistance,SuperTargetDriveTime,TargetDistance,TargetDriveTime,WalmartDistance,WalmartDriveTime,WalmartSuperCenterDistance,WalmartSuperCenterDriveTime | Inventory,Weather,Location| 1000 : Q1 | CustomHash160000, 6000, 2 | 51746 | 16431 | 84055817 | Ksn,Locn,Rain,Snow,DateId,MinTemp,MaxTemp,InventoryUnits | Item,Q2| 1000
